FISH,DATETIME
0,4/8/2566 13:16:43
0,4/8/2566 13:16:44
0,4/8/2566 13:16:44
0,4/8/2566 13:16:45
0,4/8/2566 13:16:45
3,4/8/2566 13:16:45
3,4/8/2566 13:16:45
0,4/8/2566 13:17:26
0,4/8/2566 13:17:26
0,4/8/2566 13:17:27
0,4/8/2566 13:17:27
1,4/8/2566 13:17:28
1,4/8/2566 13:17:28
1,4/8/2566 13:17:29
1,4/8/2566 13:17:29
1,4/8/2566 13:17:30
1,4/8/2566 13:17:30
3,4/8/2566 13:17:30
3,4/8/2566 13:17:30
3,4/8/2566 13:21:35
3,4/8/2566 13:21:35
0,4/8/2566 13:22:47
0,4/8/2566 13:22:47
0,4/8/2566 13:22:48
0,4/8/2566 13:22:48
0,4/8/2566 13:23:00
0,4/8/2566 13:23:00
0,4/8/2566 13:23:04
0,4/8/2566 13:23:04
0,4/8/2566 13:23:04
0,4/8/2566 13:23:04
1,4/8/2566 13:23:28
4,4/8/2566 15:11:46
3,4/8/2566 15:13:08
3,4/8/2566 15:13:31
3,4/8/2566 15:15:24
5,4/8/2566 15:17:16
5,4/8/2566 15:18:43
5,4/8/2566 15:18:49
5,4/8/2566 15:18:59
5,4/8/2566 15:19:43
2,4/8/2566 15:20:05
3,4/8/2566 15:20:18
5,4/8/2566 15:20:28
5,4/8/2566 15:20:38
2,4/8/2566 15:20:46
1,4/8/2566 15:29:47
1,4/8/2566 15:30:45
2,4/8/2566 15:31:17
1,4/8/2566 15:38:30
3,4/8/2566 15:39:09
2,4/8/2566 15:40:14
1,4/8/2566 15:40:27
1,4/8/2566 15:40:37
1,4/8/2566 15:41:47
1,4/8/2566 15:42:01
1,4/8/2566 15:42:04
1,4/8/2566 15:42:06
2,4/8/2566 15:48:20
1,4/8/2566 15:48:46
3,4/8/2566 15:49:01
1,4/8/2566 15:49:19
4,4/8/2566 15:49:28
3,4/8/2566 15:49:40
3,4/8/2566 15:49:45
2,4/8/2566 15:49:56
1,4/8/2566 15:50:01
1,4/8/2566 15:50:06
1,4/8/2566 15:50:11
2,4/8/2566 15:50:14
2,4/8/2566 15:50:44
2,4/8/2566 15:51:13
1,4/8/2566 15:51:24
4,4/8/2566 15:51:29
2,4/8/2566 15:52:37
1,4/8/2566 15:52:55
1,4/8/2566 15:56:03
1,4/8/2566 15:56:09
1,4/8/2566 15:56:44
1,4/8/2566 16:04:40
1,4/8/2566 16:06:55
3,4/8/2566 16:07:07
4,4/8/2566 16:07:47
2,4/8/2566 16:09:39
2,4/8/2566 16:09:49
3,4/8/2566 16:14:03
5,4/8/2566 16:14:20
2,4/8/2566 16:15:25
6,4/8/2566 16:16:00
3,4/8/2566 16:17:05
3,4/8/2566 16:22:54
3,4/8/2566 16:34:17
1,4/8/2566 16:35:07
2,4/8/2566 16:39:01
1,4/8/2566 16:40:33
2,4/8/2566 16:40:57
2,4/8/2566 16:51:38
3,4/8/2566 16:51:44
1,4/8/2566 16:55:14
2,4/8/2566 16:58:57
2,4/8/2566 17:00:46
1,4/8/2566 17:01:21
2,4/8/2566 17:01:35
2,4/8/2566 17:01:42
3,4/8/2566 17:01:52
11,4/8/2566 17:05:35
12,4/8/2566 17:05:53
10,4/8/2566 17:07:06
12,4/8/2566 17:07:25
0,4/8/2566 17:16:42
0,4/8/2566 17:16:42
1,4/8/2566 17:55:47
0,4/8/2566 18:03:23
0,4/8/2566 18:04:35
0,4/8/2566 18:04:59
1,4/8/2566 18:06:03
2,4/8/2566 18:06:10
3,4/8/2566 18:07:30
1,4/8/2566 18:16:55
1,4/8/2566 18:19:00
2,4/8/2566 18:36:40
2,4/8/2566 18:36:46
1,4/8/2566 18:38:09
1,4/8/2566 18:39:26
1,4/8/2566 18:39:48
1,4/8/2566 18:40:10
5,4/8/2566 18:40:21
5,4/8/2566 18:40:28
1,4/8/2566 18:40:53
3,4/8/2566 18:49:23
4,4/8/2566 18:49:35
2,4/8/2566 18:49:47
3,4/8/2566 18:56:15
1,4/8/2566 18:56:35
2,4/8/2566 18:57:50
4,4/8/2566 18:57:57
1,4/8/2566 18:58:59
2,4/8/2566 19:00:13
1,4/8/2566 19:00:21
1,4/8/2566 19:06:05
2,4/8/2566 19:06:13
12,4/8/2566 19:06:33
1,4/8/2566 19:07:12
11,4/8/2566 19:07:32
3,4/8/2566 19:09:57
6,4/8/2566 19:10:06
3,4/8/2566 19:10:12
6,4/8/2566 19:10:27
3,4/8/2566 19:25:13
2,4/8/2566 19:27:28
2,4/8/2566 19:27:35
2,4/8/2566 19:28:02
5,4/8/2566 19:29:02
2,4/8/2566 19:29:25
6,4/8/2566 19:29:39
1,4/8/2566 19:30:12
2,4/8/2566 19:30:23
5,4/8/2566 19:30:45
1,4/8/2566 19:31:01
5,4/8/2566 19:31:50
6,4/8/2566 20:27:22
2,4/8/2566 20:27:32
7,4/8/2566 20:33:17
2,4/8/2566 20:33:22
2,4/8/2566 21:41:08
13,4/8/2566 21:59:32
6,4/8/2566 22:01:20
5,4/8/2566 22:01:31
4,4/8/2566 22:01:41
4,4/8/2566 22:01:46
4,4/8/2566 22:03:36
1,4/8/2566 22:10:55
2,4/8/2566 22:11:16
2,4/8/2566 22:13:04
3,4/8/2566 22:15:22
2,4/8/2566 22:15:48
4,5/8/2566 00:32:16
7,5/8/2566 00:32:32
1,5/8/2566 00:33:49
4,5/8/2566 00:58:32
5,5/8/2566 00:58:52
3,5/8/2566 01:02:44
1,5/8/2566 01:02:53
2,5/8/2566 01:02:59
7,5/8/2566 01:03:05
5,5/8/2566 01:03:21
2,5/8/2566 01:03:33
1,5/8/2566 01:03:57
1,5/8/2566 01:04:00
1,5/8/2566 01:04:04
1,5/8/2566 01:04:09
1,5/8/2566 01:04:33
